pmid	title	pubYear	authorString	firstAuthor	citedByCount	journalTitle	isOpenAccess	RetractedIn	minPubDate	minRetDate	monthsToRet
22840182	Live-cell, temporal gene expression analysis of osteogenic differentiation in adipose-derived stem cells.	2013	Desai HV, Voruganti IS, Jayasuriya C, Chen Q, Darling EM.	Desai HV	4	Tissue Eng Part A	N	24580534	31-07-2012	04-03-2014	19
23180023	Intestinal microbiota, probiotics and human gastrointestinal cancers.	2013	Orlando A, Russo F.	Orlando A	4	J Gastrointest Cancer		24350376	27-11-2012	19-12-2013	13
23456330	Reactive oxygen species and tumor metastasis.	2013	Lee DJ, Kang SW.	Lee DJ	4	Mol Cells	N	23549983	05-03-2013	04-04-2013	1
23458491	Localizing and extracting filament distributions from microscopy images.	2013	Basu S, Dahl KN, Rohde GK.	Basu S	4	J Microsc	N	25089326	06-03-2013	05-08-2014	17
23500016	Acetyl-11-keto-ë_-boswellic acid (AKBA) inhibits human gastric carcinoma growth through modulation of the Wnt/ë_-catenin signaling pathway.	2013	Zhang YS, Xie JZ, Zhong JL, Li YY, Wang RQ, Qin YZ, Lou HX, Gao ZH, Qu XJ.	Zhang YS	4	Biochim Biophys Acta		25610930	19-03-2013	23-01-2015	23
23521911	Resolvin D1, an endogenous lipid mediator for inactivation of inflammation-related signaling pathways in microglial cells, prevents lipopolysaccharide-induced inflammatory responses.	2013	Xu MX, Tan BC, Zhou W, Wei T, Lai WH, Tan JW, Dong JH.	Xu MX	4	CNS Neurosci Ther		23905185	26-03-2013	02-08-2013	4
23538766	Fluoride release and recharge abilities of contemporary fluoride-containing restorative materials and dental adhesives.	2013	Dionysopoulos D, Koliniotou-Koumpia E, Helvatzoglou-Antoniades M, Kotsanos N.	Dionysopoulos D	4	Dent Mater J		26041072	30-03-2013	05-06-2015	27
23555281	Astakine 2--the dark knight linking melatonin to circadian regulation in crustaceans.	2013	Watthanasurorot A, Saelee N, Phongdara A, Roytrakul S, Jiravanichpaisal P, SÌ_derhÌ_ll K, SÌ_derhÌ_ll I.	Watthanasurorot A	4	PLoS Genet	Y	25915908	05-04-2013	28-04-2015	25
23859461	Superoxide-dependent uptake of vitamin C in human glioma cells.	2013	RodrÌ_guez FS, Salazar KA, Jara NA, GarcÌ_a-Robles MA, PÌ©rez F, Ferrada LE, MartÌ_nez F, Nualart FJ.	RodrÌ_guez FS	4	J Neurochem		26059260	18-07-2013	11-06-2015	23
24049058	Role of angiotensin-(1-7) in gastroprotection against stress-induced ulcerogenesis. The involvement of mas receptor, nitric oxide, prostaglandins, and sensory neuropeptides.	2013	Magierowski M, Jasnos K, Pawlik M, Krzysiek-Maczka G, Ptak-Belowska A, Olszanecki R, Kwiecien S, Korbut R, Brzozowski T.	Magierowski M	4	J Pharmacol Exp Ther		25934764	20-09-2013	03-05-2015	20
24082079	Pseudomonas aeruginosa outer membrane vesicles modulate host immune responses by targeting the Toll-like receptor 4 signaling pathway.	2013	Zhao K, Deng X, He C, Yue B, Wu M.	Zhao K	4	Infect Immun	N	25878163	02-10-2013	17-04-2015	19
24128325	Low birth weight: causes and consequences.	2013	Negrato CA, Gomes MB.	Negrato CA	4	Diabetol Metab Syndr	Y	24872848	17-10-2013	30-05-2014	8
24758610	Leisure-time physical activity and the risk of metabolic syndrome: meta-analysis.	2014	Huang Y, Liu X.	Huang Y	4	Eur J Med Res	Y	25886470	25-04-2014	18-04-2015	12
24872563	Induced ë± rhythms track the content and quality of visual working memory representations with high temporal precision.	2014	Anderson DE, Serences JT, Vogel EK, Awh E.	Anderson DE	4	J Neurosci	N	25673870	30-05-2014	13-02-2015	9
178540	Effects of cholinergic agents and sodium ions on the levels of guanosine and adenosine 3':5'-cyclic monophosphates in neuroblastoma and neuroblastoma X glioma hybrid cells.	1975	Gullis RJ, Traber J, Fischer K, Buchen C, Hamprecht B.	Gullis RJ	3	FEBS Lett		400964	01-11-1975	24-02-1977	16
400712	Increased insulin binding to monocytes after acute exercise in normal man.	1978	Soman VR, Koivisto VA, Grantham P, Felig P.	Soman VR	3	J Clin Endocrinol Metab		6106651	01-07-1978	01-11-1980	28
160560	DNA from recombinogenic lambda bacteriophages generated by arl mutant of Escherichia coli is cleaved by single-strand-specific endonuclease S1.	1979	Hays JB, Korba BE.	Hays JB	3	Proc Natl Acad Sci U S A	N	3883350	01-12-1979	01-02-1985	63
6992676	Mitral valve prolapse and ophthalmoplegia: a progressive, cardioneurologic syndrome.	1980	Darsee JR, Miklozek CL, Heymsfield SB, Hopkins LC Jr, Wenger NK.	Darsee JR	3	Ann Intern Med		6349461	01-06-1980	01-08-1983	39
6254434	Reduced enzyme activities in inherited ataxia.	1980	Kark P, Becker D, Perlman S.	Kark P	3	Ann Neurol		7023353	01-09-1980	01-05-1981	8
6257420	Angiotensin-converting enzyme activity and its modulation by oxygen tension in the guinea pig fetal-placental unit.	1981	Davidson D, Stalcup SA, Mellins RB.	Davidson D	3	Circ Res		3899403	01-02-1981	01-10-1985	57
7282552	Dependency of location of salvageable myocardium on type of intervention.	1981	Darsee JR, Kloner RA.	Darsee JR	3	Am J Cardiol		7124650	01-10-1981	01-10-1982	12
6182304	Isolation immunosuppressive serum components following thermal injury.	1982	Ninnemann JL, Condie JT, Davis SE, Crockett RA.	Ninnemann JL	3	J Trauma		7932905	01-10-1982	01-10-1994	146
6753612	Effects of thioridazine and withdrawal dyskinesias on workshop performance of mentally retarded young adults.	1982	Breuning SE, Davis VJ, Matson JL, Ferguson DG.	Breuning SE	3	Am J Psychiatry		2653058	01-11-1982	01-05-1989	79
6337398	The human c-ras1H oncogene: a mutation in normal and neoplastic tissue from the same patient.	1983	Muschel RJ, Khoury G, Lebowitz P, Koller R, Dhar R.	Muschel RJ	3	Science		6340200	18-02-1983	15-04-1983	2
6338856	Effects of thioridazine on the intellectual performance of mentally retarded drug responders and nonresponders.	1983	Breuning SE, Ferguson DG, Davidson NA, Poling AD.	Breuning SE	3	Arch Gen Psychiatry		3289525	01-03-1983	01-07-1988	65
6380255	Pulmonary density distribution in experimental and clinical cardiogenic pulmonary edema evaluated by computed transmission tomography.	1984	Slutsky RA, Peck WW, Higgins CB, Mancini GB.	Slutsky RA	3	Am Heart J		3513502	01-08-1984	01-03-1986	19
3886293	In vivo validation of the thermal-green dye technique for measuring extravascular lung water.	1985	Slutsky RA, Higgins CB.	Slutsky RA	3	Crit Care Med		3545676	01-05-1985	01-03-1987	22
3819650	Evaluation of the relation between Pavlovian occasion-setting and instrumental discriminative stimuli: a blocking analysis.	1987	Ross RT, LoLordo VM.	Ross RT	3	J Exp Psychol Anim Behav Process		1364942	01-01-1987	01-10-1990	46
3321064	Two heat-induced proteins are associated with transformation of Schistosoma mansoni cercariae to schistosomula.	1987	Blanton R, Loula EC, Parker J.	Blanton R	3	Proc Natl Acad Sci U S A	N	2672002	01-12-1987	01-09-1989	21
2137012	The chloroplast CF0I subunit can replace the b-subunit of the F0F1-ATPase in a mutant strain of Escherichia coli K12.	1990	Schmidt G, Rodgers AJ, Howitt SM, Munn AL, Hudson GS, Holten TA, Whitfeld PR, Bottomley W, Gibson F, Cox GB.	Schmidt G	3	Biochim Biophys Acta		8286407	02-02-1990	04-01-1994	48
2242108	Dietary protein source and plasma lipid profiles of infants.	1990	Tseng E, Potter SM, Picciano MF.	Tseng E	3	Pediatrics		2216617	01-04-1990	01-10-1990	6
1848710	Evidence for thymopoietin and thymopoietin/alpha-bungarotoxin/nicotinic receptors within the brain.	1991	Quik M, Babu U, Audhya T, Goldstein G.	Quik M	3	Proc Natl Acad Sci U S A	N	8234308	15-03-1991	01-11-1993	32
2033668	Functional and nonfunctional measles virus matrix genes from lethal human brain infections.	1991	Ballart I, Huber M, Schmid A, Cattaneo R, Billeter MA.	Ballart I	3	J Virol	N	1895410	01-06-1991	01-10-1991	4
1678482	Evidence for genetic HIV variants from detection of HIV-DNA.	1991	NÌ_her H, SchÌ_le T, Petzoldt D.	NÌ_her H	3	Lancet		1349988	24-08-1991	16-05-1992	9
1468483	Laparoscopic nephrectomy in a porcine model.	1992	Chiu AW, Chen MT, Huang WJ, Young ST, Cheng C, Huang SW, Chu CL, Chang LS.	Chiu AW	3	Eur Urol		8508892	01-01-1992	01-01-1993	12
1588795	Ethylene glycol ethers as hemopoietic toxins--in vitro studies of acute exposure.	1992	Ruchaud S, Boiron O, Cicolella A, Lanotte M.	Ruchaud S	3	Leukemia		8207972	01-04-1992	01-06-1994	26
1339389	Localization of the human gene for carnitine palmitoyltransferase to 1p13-p11 by nonradioactive in situ hybridization.	1992	Minoletti F, Colombo I, Martin AL, Di Donato S, Taroni F, Finocchiaro G, Pandolfo M.	Minoletti F	3	Genomics		7896284	01-08-1992	01-11-1994	27
8435649	Evidence of unmet need in the care of severely physically disabled adults.	1993	Williams MH, Bowie C.	Williams MH	3	BMJ	N	9652920	09-01-1993	04-07-1998	67
8219868	Common colds. Causes, potential cures, and treatment.	1993	Saroea HG.	Saroea HG.	3	Can Fam Physician	N	20463268	01-10-1993	14-05-2010	202
7627633	Interleukin 5 expressing allergen-specific T-lymphocytes in patients with house dust mite sensitization: analysis at a clonal level.	1995	Bonifer R, Neumann C, Meuer S, Schulze G, Herrmann F.	Bonifer R	3	J Mol Med (Berl)		9410477	01-02-1995	31-12-1997	35
7640099	Pituitary microadenoma. MR appearance and correlation with CT.	1995	Wu W, Thuomas KA.	Wu W	3	Acta Radiol		10627117	01-09-1995	08-01-2000	53
8678251	The effect of the anticoagulation regimen on endothelial-related coagulation in cardiac surgery patients.	1995	Boldt J, Schindler E, Welters I, Wittstock M, Stertmann WA, Hempelmann G.	Boldt J	3	Anaesthesia		26484376	01-11-1995	21-10-2015	243
8808628	A cluster of cytoplasmic histidine residues specifies pH dependence of the AE2 plasma membrane anion exchanger.	1996	Sekler I, Kobayashi S, Kopito RR.	Sekler I	3	Cell		9340197	20-09-1996	27-10-1997	13
9071079	Nontraumatic perforations of the small intestine.	1996	Chulakamontri T, Wattanasrichaigoon S, Hutachoke T, Wanishayathanakorn A, Pornchareonpong S.	Chulakamontri T	3	J Med Assoc Thai		24000482	01-12-1996	05-09-2013	204
9368808	Body mass index and prevalence of obesity changes among Kuwaitis.	1997	al-Isa AN.	al-Isa AN.	3	Eur J Clin Nutr		9696633	22-11-1997	08-08-1998	9
9512856	Cardiovascular responses to tracheal extubation or LMA removal in children.	1998	Fujii Y, Saitoh Y, Tanaka H, Toyooka H.	Fujii Y	3	Can J Anaesth		23653327	26-03-1998	09-05-2013	184
9564108	Changes in purine metabolism and production of oxygen free radicals by intermittent partial umbilical cord occlusion in chronically instrumented fetal lambs.	1998	Masaoka N, Hayakawa Y, Ohgame S, Sakata H, Satoh K, Takahashi H.	Masaoka N	3	J Obstet Gynaecol Res		16764630	02-05-1998	13-06-2006	99
9675613	An experimental model of tennis elbow in rats: a study of the contribution of the nervous system.	1998	Haker E, Theodorsson E, Lundeberg T.	Haker E	3	Inflammation		19568922	24-07-1998	02-07-2009	133
9744272	Unaltered cosmic spherules in a 1.4-Gyr-old sandstone from Finland.	1998	Deutsch A, Greshake A, Pesonen LJ, Pihlaja P.	Deutsch A	3	Nature		15152258	23-09-1998	21-05-2004	69
9884849	Accelographic and mechanical post-tetanic count and train-of-four ratio assessed at the great toe.	1998	Saitoh Y, Fujii Y, Ueki M, Makita K, Amaha K.	Saitoh Y	3	Eur J Anaesthesiol		23571440	13-01-1999	11-04-2013	173
10357333	Preoperative oral antiemetics for reducing postoperative vomiting after tonsillectomy in children: granisetron versus perphenazine.	1999	Fujii Y, Saitoh Y, Tanaka H, Hidenori T.	Fujii Y	3	Anesth Analg		23439825	05-06-1999	27-02-2013	167
10390665	Anti-emetic efficacy of prophylactic granisetron compared with perphenazine for the prevention of post-operative vomiting in children.	1999	Fujii Y, Saitoh Y, Tanaka H, Toyooka H.	Fujii Y	3	Eur J Anaesthesiol		23571441	03-07-1999	11-04-2013	168
10393310	Crystallization, characterization and measurement of MAD data on crystals of dengue virus NS3 serine protease complexed with mung-bean Bowman-Birk inhibitor.	1999	Krishna Murthy HM, Judge K, DeLucas L, Clum S, Padmanabhan R.	Krishna Murthy HM	3	Acta Crystallogr D Biol Crystallogr		20124703	07-07-1999	04-02-2010	129
10453151	The quality of surgical information on the Internet.	1999	McKinley J, Cattermole H, Oliver CW.	McKinley J	3	J R Coll Surg Edinb		11023382	24-08-1999	07-10-2000	14
10607850	Xenotransplantation: state of the art.	1999	Lavitrano M, Frati L.	Lavitrano M	3	Forum (Genova)		10979725	23-12-1999	09-09-2000	9
10717780	The effects of Implanon on lipid metabolism in comparison with Norplant.	1999	Suherman SK, Affandi B, Korver T.	Suherman SK	3	Contraception		15504385	16-03-2000	27-10-2004	56
10871211	Workflow management with systems approach: anticipated and ad-hoc workflow for scientific applications.	2000	Assimakopoulos NA.	Assimakopoulos NA.	3	ISA Trans		12071259	28-06-2000	20-06-2002	24
11137385	Nocturnal paroxysmal dystonia related to a prerolandic dysplasia.	2001	Arroyo S, Santamaria J, Setoain JF, LomeÌ±a F, Bargallo N, Tolosa E.	Arroyo S	3	Epilepsy Res		11395282	04-01-2001	08-06-2001	5
11206594	Safety and tolerability of a rapidly escalating dose-loading regimen for risperidone.	2000	Feifel D, Moutier CY, Perry W.	Feifel D	3	J Clin Psychiatry		11874225	24-02-2001	05-03-2002	12
11226115	Colforsin daropate improves contractility in fatigued canine diaphragm.	2001	Fujii Y, Hoshi T, Toyooka H.	Fujii Y	3	Anesth Analg		23439833	28-02-2001	27-02-2013	146
11714847	Two novel prevalent polymorphisms in the hormone-sensitive lipase gene have no effect on insulin sensitivity of lipolysis and glucose disposal.	2001	Stumvoll M, Wahl HG, Jacob S, Rettig A, Machicao F, HÌ_ring H.	Stumvoll M	3	J Lipid Res		12380567	21-11-2001	17-10-2002	11
11903942	Preoperative oral granisetron for the prevention of vomiting following paediatric surgery.	2002	Fujii Y, Tanaka H.	Fujii Y	3	Paediatr Anaesth		23289125	21-03-2002	05-01-2013	131
12032625	Comparison of alterations in insulin signalling pathway in adipocytes from Type II diabetic pregnant women and women with gestational diabetes mellitus.	2002	Tomazic M, Janez A, Sketelj A, Kocijancic A, Eckel J, Sharma PM.	Tomazic M	3	Diabetologia		12555745	29-05-2002	31-01-2003	8
12100113	Dolasetron decreases postoperative nausea and vomiting after breast surgery.	2002	Abou Zeid H, Al-Gahamdi A, Abdul-Hadi M.	Abou Zeid H	3	Breast J		16363099	09-07-2002	21-12-2005	42
12163343	Renal targeting of captopril selectively enhances the intrarenal over the systemic effects of ACE inhibition in rats.	2002	Haverdings RF, Haas M, Navis G, Van Loenen-Weemaes AM, Meijer DK, De Zeeuw D, Moolenaar F.	Haverdings RF	3	Br J Pharmacol	N	12622114	07-08-2002	08-03-2003	7
12200953	Effects of sodium nitroprusside-induced controlled hypotension on pancreatic function assessed by pancreatitis-associated protein in patients undergoing radical prostatectomy.	2002	Piper SN, Suttner SW, Maleck WH, Kumle B, Haisch G, Boldt J.	Piper SN	3	Eur J Anaesthesiol		21540660	31-08-2002	05-05-2011	106
12352599	Size and P-glycoprotein expression limit 99mTc-tetrofosmin uptake in parathyroid adenomas.	2002	Huang WT.	Huang WT.	3	Nucl Med Commun		18767255	28-09-2002	05-09-2008	72
12390292	Changes in mean arterial pressure predict degranulation of renomedullary interstitial cells.	2002	Maric C, Harris PJ, Alcorn D.	Maric C	3	Clin Exp Pharmacol Physiol		15479177	23-10-2002	14-10-2004	24
12426956	Indigoferabietone, a novel abietane diterpenoid from Indigofera longeracemosa with potential antituberculous and antibacterial activity.	2002	Thangadurai D, Viswanathan MB, Ramesh N.	Thangadurai D	3	Pharmazie		15171212	13-11-2002	03-06-2004	19
12446313	The influence of gravity on the precise measurement of solute diffusion coefficients in dilute liquid metals and metalloids.	2002	Smith RW, Zhu X, Tunnicliffe MC, Smith TJ, Misener L, Adamson J.	Smith RW	3	Ann N Y Acad Sci		19796251	26-11-2002	03-10-2009	83
12477671	Dolasetron, but not metoclopramide prevents nausea and vomiting in patients undergoing laparoscopic cholecystectomy.	2002	Piper SN, Suttner SW, RÌ_hm KD, Maleck WH, Larbig E, Boldt J.	Piper SN	3	Can J Anaesth		21792705	13-12-2002	28-07-2011	105
12797863	Sepsis induces the transcription of the glucocorticoid receptor in skeletal muscle cells.	2003	Sun X, Mammen JM, Tian X.	Sun X	3	Clin Sci (Lond)		15657987	12-06-2003	20-01-2005	20
14530809	Adjuvant therapy of breast cancer with docetaxel-containing combination (TAC).	2003	BoÌ©r K, LÌÁng I, Juhos E, PintÌ©r T, SzÌÁntÌ_ J.	BoÌ©r K	3	Pathol Oncol Res		14689962	08-10-2003	24-12-2003	3
14666441	Effects of esmolol- and sodium nitroprusside-induced controlled hypotension on hepatocellular integrity in patients undergoing endonasal sinus surgery].	2003	Piper SN, Haisch G, Kumle B, Walz GA, Breining T, Mattinger P, Boldt J.	Piper SN	3	Anasthesiol Intensivmed Notfallmed Schmerzther		24363173	11-12-2003	24-12-2013	122
15047708	N-type Ca2+ channels as scaffold proteins in the assembly of signaling molecules for GABAB receptor effects.	2004	Richman RW, Tombler E, Lau KK, Anantharam A, Rodriguez J, O'Bryan JP, DiversÌ©-Pierluissi MA.	Richman RW	3	J Biol Chem		21812124	30-03-2004	04-08-2011	89
15142171	In vivo transfer of a neuronal nitric oxide synthase expression vector into the rat bladder by electroporation.	2004	Iwashita H, Yoshida M, Nishi T, Otani M, Ueda S.	Iwashita H	3	BJU Int		20553466	15-05-2004	18-06-2010	74
15507319	Transcriptional regulation of the AT1 receptor gene in immortalized human trophoblast cells.	2004	Duffy AA, Martin MM, Elton TS.	Duffy AA	3	Biochim Biophys Acta		23986918	28-10-2004	30-08-2013	108
15564537	Ornithine decarboxylase gene (CaODC1) is specifically induced during TMV-mediated but salicylate-independent resistant response in hot pepper.	2004	Yoo TH, Park CJ, Ham BK, Kim KJ, Paek KH.	Yoo TH	3	Plant Cell Physiol		24006254	27-11-2004	06-09-2013	107
15569762	Dynamic upper airway soft-tissue and caliber changes in healthy subjects and snoring patients.	2004	Akan H, AksÌ_z T, Belet U, Sesen T.	Akan H	3	AJNR Am J Neuroradiol		17846225	01-12-2004	12-09-2007	34
15575251	Pleural cryptococcosis with idiopathic CD4 positive T-lymphocytopenia.	2004	Kawabata T, Matsuyama W, Higashimoto I, Koreeda Y, Eiraku N, Kawabata M, Osame M.	Kawabata T	3	Intern Med		18827437	04-12-2004	02-10-2008	47
15583985	Studies on the genetic pathogenesis of myasthenia gravis caused by CTLA-4 gene polymorphism].	2004	Mao HT, Wang XB, Zhang L, Gu HT.	Mao HT	3	Zhonghua Yi Xue Yi Chuan Xue Za Zhi		16456801	08-12-2004	04-02-2006	14
15622356	Prevention of renal failure in patients undergoing thoracoabdominal aortic aneurysm repair.	2004	Jacobs MJ, van Eps RG, de Jong DS, Schurink GW, Mochtar B.	Jacobs MJ	3	J Vasc Surg		17907312	29-12-2004	02-10-2007	34
15644350	The measurement of solute diffusion coefficients in dilute liquid alloys: the influence of unit gravity and g-jitter on buoyancy convection.	2004	Smith RW, Yang BJ, Huang WD.	Smith RW	3	Ann N Y Acad Sci		19796251	13-01-2005	03-10-2009	57
15763381	The effect of tiarellic acid on the expressions of matrix metalloproteinase-1 and type 1 procollagen in ultraviolet irradiated cultured human skin fibroblasts.	2005	Moon HI, Lee J, Eun HC, Kim KH, Chung JH.	Moon HI	3	J Ethnopharmacol		18496902	15-03-2005	23-05-2008	39
15802129	The application of quantum dots as fluorescent label to glycoarray.	2005	Huang GL, Liu TC, Liu MX, Mei XY.	Huang GL	3	Anal Biochem		18564440	02-04-2005	20-06-2008	39
15852994	Insignificant effect of desflurane-fentanyl-thiopental on hepatocellular integrity--a comparison with total intravenous anaesthesia using propofol-remifentanil.	2005	RÌ_hm KD, Suttner SW, Boldt J, SchÌ_llhorn TA, Piper SN.	RÌ_hm KD	3	Eur J Anaesthesiol		21540654	28-04-2005	05-05-2011	73
15965225	Psychiatric side effects during methysergide treatment.	2005	Cittadini E, Goadsby PJ.	Cittadini E	3	J Neurol Neurosurg Psychiatry		16484665	21-06-2005	18-02-2006	8
16040081	Studies of selenium in environmental samples and synthetic mixtures by spectrophotometry.	2006	Suvardhan K, Krishnaiah L, Suresh Kumar K, Rekha D, Jayaraj B, Ramanaiah S, Chiranjeevi P.	Suvardhan K	3	Chemosphere		18584777	26-07-2005	28-06-2008	36
16077385	Dexamethasone reduces gut permeability in pediatric cardiac surgery.	2005	Malagon I, Onkenhout W, Klok M, Linthorst L, van der Poel PF, Bovill JG, Hazekamp MG.	Malagon I	3	J Thorac Cardiovasc Surg		17726800	04-08-2005	30-08-2007	25
16135352	A new rule for femoral nerve blocks.	2005	Schulz-StÌ_bner S, Henszel A, Hata JS.	Schulz-StÌ_bner S	3	Reg Anesth Pain Med		16857559	02-09-2005	22-07-2006	11
16178425	Effects of morin pretreatment on the pharmacokinetics of diltiazem and its major metabolite, desacetyldiltiazem in rats.	2005	Choi HJ, Choi JS.	Choi HJ	3	Arch Pharm Res		17121191	24-09-2005	24-11-2006	14
16200333	CD30 (Ki-1) molecule expression in human embryonal epithelial cells of the basal layer of the developing epidermis and epidermal buds and its potential significance for embryogenesis.	2005	Tamiolakis D, Papadoupoulos N, Venizelos I, Lambropoulou M, Tsikouras P, Koutsougeras G, Bolioti S, Tsiapali M, Karpouzis A, Kouskoukis C.	Tamiolakis D	3	Acta Dermatovenerol Alp Pannonica Adriat		19784532	04-10-2005	29-09-2009	49
16236435	Solubilization of DNAPLs by mixed surfactant: synergism and solubilization capacity.	2006	Zhao B, Zhu L.	Zhao B	3	J Hazard Mater		19160569	21-10-2005	23-01-2009	40
16249842	Prognostic factors in breast cancer: the value of the Nottingham Prognostic Index for patients treated in a single institution.	2005	Okugawa H, Yamamoto D, Uemura Y, Sakaida N, Yamada M, Tanaka K, Kamiyama Y.	Okugawa H	3	Surg Today		19639447	27-10-2005	30-07-2009	46
16260544	ACOG Committee Opinion #320: Partnering with patients to improve safety.	2005	ACOG Committee on Quality Improvement and Patient Safety.	ACOG Committee on Quality Improvement and Patient Safety.	3	Obstet Gynecol		21508781	02-11-2005	22-04-2011	67
16291386	Inequity of upper gastrointestinal cancer distribution and survival with socioeconomic deprivation: a population-based study.	2005	Dutta Roy S, Kupp DV, Slavin JP, Corless DJ, Deakin M.	Dutta Roy S	3	Surgery		17214047	18-11-2005	12-01-2007	14
16342351	Evaluation of single intensive care unit performance by simplified acute physiology score II system.	2005	Desa K, Susti€à A, Zupan Z, Krstulovi€à B, Golubovi€à V.	Desa K	3	Croat Med J		18581620	13-12-2005	27-06-2008	31
16362798	NCL-CD30 staining of epithelial cells in the basal germinative layer of the epidermis and epithelial buds during foetal skin development.	2005	Tamiolakis D, Papadopoulos N, Venizelos J, Lambropoulou M, Tsikouras P, Koutsougeras G, Bolioti S, Tsiapali M, Menegaki M, Kouskoukis C.	Tamiolakis D	3	Clin Exp Med		20931257	20-12-2005	09-10-2010	58
16394597	Blood B-type natriuretic peptide changes in different periods and different cardiac pacing modes.	2005	Wang R, Li X, Jang W, Liu Z, Yang X, Xiao C, Shao L, Zhu J.	Wang R	3	Int Heart J		19506343	06-01-2006	10-06-2009	42
16459994	Tuberous sclerosis complex: molecular pathogenesis and animal models.	2006	Piedimonte LR, Wailes IK, Weiner HL.	Piedimonte LR	3	Neurosurg Focus		16886289	08-02-2006	05-08-2006	6
16462106	Regulation of FoxO1 transcription factor by nitric oxide and cyclic GMP in cultured rat granulosa cells.	2005	Li X, Jiang Y, Wang Z, Liu G, Hutz RJ, Liu W, Xie Z, Shi F.	Li X	3	Zoolog Sci		17551250	08-02-2006	07-06-2007	16
16553702	Osteoporosis prevention education programme for women.	2006	Chan MF, Ko CY.	Chan MF	3	J Adv Nurs		26096307	24-03-2006	23-06-2015	113
16712650	Cytokine typing: SNP allele frequencies in the Iranian population.	2006	Bagheri M, Abdi-Rad I, Omrani D, Khalkhali HR.	Bagheri M	3	Int J Immunogenet		17504515	23-05-2006	17-05-2007	12
16732280	The autoimmune regulator (Aire) controls iNKT cell development and maturation.	2006	Mi QS, Deng ZB, Joshi SK, Wang ZZ, Zhou L, Eckenrode S, Joshi R, Ly D, Yi B, Delovitch TL, She JX.	Mi QS	3	Nat Med		16960577	30-05-2006	09-09-2006	3
16782650	Radioprotective influence of Mentha piperita (Linn) against gamma irradiation in mice: Antioxidant and radical scavenging activity.	2006	Samarth RM, Panwar M, Kumar M, Kumar A.	Samarth RM	3	Int J Radiat Biol		18058373	20-06-2006	07-12-2007	18
16824631	Carvedilol restore cardiac calcium release channel structure and function in heart failure.	2007	Xue SR, Xue Y, Xue R.	Xue SR	3	Int J Cardiol		18158190	11-07-2006	26-12-2007	18
16842743	Mechanism of nucleotide incorporation in DNA polymerase beta.	2006	Radhakrishnan R.	Radhakrishnan R.	3	Biochem Biophys Res Commun		17068855	18-07-2006	28-10-2006	3
16873043	Priorities and challenges of health system chief nursing executives: insights for nursing educators.	2006	Arnold L, Campbell A, Dubree M, Fuchs MA, Davis N, Hertzler B, Talarek D, Wessman J.	Arnold L	3	J Prof Nurs		17867222	29-07-2006	18-09-2007	14
16899252	Adsorption of cyanuric acid on activated carbon from aqueous solution: effect of carbon surface modification and thermodynamic characteristics.	2006	Pal S, Lee KH, Kim JU, Han SH, Song JM.	Pal S	3	J Colloid Interface Sci		17874477	11-08-2006	18-09-2007	13
16938870	Characterization of capsaicin synthase and identification of its gene (csy1) for pungency factor capsaicin in pepper (Capsicum sp.).	2006	Prasad BC, Kumar V, Gururaj HB, Parimalan R, Giridhar P, Ravishankar GA.	Prasad BC	3	Proc Natl Acad Sci U S A	N	19106305	30-08-2006	25-12-2008	28
16974114	Intraoperative touch imprint cytological analysis of sentinel lymph nodes for the presence of metastases in breast cancer.	2006	Tamiolakis D, Papadopoulos N, Venizelos J, Lambropoulou M, Romanidis C, Petrakis G, Limberis V, Galazios G, Koutsougeras G, Simopoulos C.	Tamiolakis D	3	Onkologie		18063880	16-09-2006	08-12-2007	15
17000298	Drug-eluting stents versus arterial myocardial revascularization in patients with diabetes mellitus.	2006	Ben-Gal Y, Mohr R, Uretzky G, Medalion B, Hendler A, Hansson N, Herz I, Moshkovitz Y.	Ben-Gal Y	3	J Thorac Cardiovasc Surg		17726799	27-09-2006	30-08-2007	11
17051805	Removal of E. coli from water using surface-modified activated carbon filter media and its performance over an extended use.	2006	Pal S, Joardar J, Song JM.	Pal S	3	Environ Sci Technol		18589485	21-10-2006	01-07-2008	21
17135667	A method for discriminating a Japanese chicken, the Nagoya breed, using microsatellite markers.	2006	Nakamura A, Kino K, Minezawa M, Noda K, Takahashi H.	Nakamura A	3	Poult Sci		19291899	01-12-2006	19-03-2009	28
17154781	Perspective taking promotes action understanding and learning.	2006	Lozano SC, Hard BM, Tversky B.	Lozano SC	3	J Exp Psychol Hum Percept Perform		18823211	13-12-2006	01-10-2008	22
17163252	Efficacy of granisetron for the treatment of postoperative nausea and vomiting in women undergoing breast surgery: a randomised, double-blind, placebo-controlled trial.	2006	Fujii Y, Tanaka H.	Fujii Y	3	Clin Drug Investig		24715533	14-12-2006	10-04-2014	89
17241528	Angiotensin II receptor blocker provides pancreatic beta-cell protection independent of blood pressure lowering in diabetic db/db mice.	2007	Shao JQ, Iwashita N, Du H, Wang YT, Wang YY, Zhao M, Wang J, Watada H, Kawamori R.	Shao JQ	3	Acta Pharmacol Sin		17974074	24-01-2007	03-11-2007	9
17251587	Host-dependent effects of the 3' untranslated region of turnip crinkle virus RNA on accumulation in Hibiscus and Arabidopsis.	2007	Li W, Wong SM.	Li W	3	J Gen Virol		23419984	26-01-2007	20-02-2013	74
